description,is_gen_pub,source
driven to drink by mufc,1,Random Samples
Online and print magazine that provides visitors and residents information to access and explore the unique culture and lore of Hollywood,0,Brussel Airport Bombing
Great are You Lord!,1,Bostong Marathon Bombing
New England and Boston News,0,Bostong Marathon Bombing
United States Air Force,0,Brussel Airport Bombing
Bibliophile | CHELSEA FC | MIAMI HEAT #NBA,1,Mesa Shooting
Marimbist! Drummer!  Percussionist! Cultural Enthusiast! Food ! Animal Lover!...what more does anyone need in life? ;),1,Brussel Airport Bombing
The bastard love child of Maxine Shaw  Dorothy Zbornak Black American Hellcat Pompous PauperMahershala Ali enthusiast I write stuff sometimes,1,Random Samples
New To Twitter - Love Cooking and Gardening - Love all that is Clever - I Tweet in English & Italian - I am Curious,1,Brussel Airport Bombing
Reporter/MMJ for @WHNT (CBS) in Huntsville. Former Producer for @NC5 in Nashville. @MTSU Grad. I'm a Tennessean staying neutral in Alabama/Auburn Country!,0,Brussel Airport Bombing
Create The Life You Want To Live.  You'll face challenges & setbacks  never give up.,1,Bostong Marathon Bombing
B4L jaidanae RIP Jesse ,1,Random Samples
#DonaldTrump and Will be broadcasting new music show live from venue..Coming soon.,1,Brussel Airport Bombing
be careful this should say adults only or something like that. if you know me adult is a stretch!,1,Quebec Mosque Shooting
Providing premiere endurance races...Unite Half Marathon,0,Bostong Marathon Bombing
"Law Student,  Supporter of Israel. Typical 4'10 Single Jewish Girl living in the city, minus the cat",1,Brussel Airport Bombing
"folo http://t.co/1aolucLtlc http://t.co/gWgMFG5DNd, Quebec-The Huguenot were, among the most progressive of the early traders & settlers",1,Brussel Airport Bombing
In the eyes of the privileged equality  Justice seem like oppression  Geopolitical  Political Analyst I have a Foul Mouth  Big Up B Sanders  J Corbyn,1,Random Samples
  instagram  andreesilva19  trance  dnb  techno,1,Random Samples
Retired OR Nurse Left and Progressive. Living in State where the Gov is a Mouth Breather.#Continue to Bern. #StandIndivisible #TheResistance #c\'mon man,1,Quebec Mosque Shooting
ur local gay evil noodle overlord  yugiABI  16  ailurophile  bisexual aF  infj  multifandom trash  parttime duelist ,1,Random Samples
Fighting for America from my trailer!,1,Mesa Shooting
We are fans of photography. Edited by @brookpete and @kaxline. RSS: https://t.co/0pHCrS6wRY,1,Brussel Airport Bombing
I like a lot of things,1,Mesa Shooting
Discover what's up through the movement of tweets.,0,Bostong Marathon Bombing
"Assistant News Director at ABC15. Former Las Vegan, Former New Englander",1,Mesa Shooting
"Coder, Gamer, Photographer, Musician, Movies Lead for Google Photos on iOS. Opinions are my own.",1,Brussel Airport Bombing
20 | CGCC,1,Mesa Shooting
I am a proud voter for Trump. Christian. Patriot. US vet. Proudly served under Ronald Reagan best president in my lifetime Love USA with all my heart. Not PC,1,Brussel Airport Bombing
"Animal Lover, Christian, Conservative, Veteran, Constitutionalist; Independent Thinker",1,Brussel Airport Bombing
"Commercial Free Hip Hop Search for us on TuneIn Radio  httpGreenGateMGcom 
A Licensed Radio Station Royalties Paid
ASCAP BMI SESAC SoundExchange",0,Random Samples
"KKPsi  , Educator, Musician, Nerd",1,Brussel Airport Bombing
14  Im tiffany jackamacka1 is mine  Christian  bless GetsixOfficial  libertarian  artist  vaporwave   ESTJ  GwenL2254 is my boi  cisco is hot,1,Random Samples
"Austin Civic Orchestra is Austin's oldest community orchestra, bringing classical music to Austin since 1977.",0,Brussel Airport Bombing
Highlights from AP's coverage of U.S. politics and government in words,0,Bostong Marathon Bombing
Rutgers Law Grad who believes in the fair application of laws and due process for every person. Family law mediator and Advocate for Domestic Violence Victims.,1,Quebec Mosque Shooting
UCLA XC  TF 21 ,1,Random Samples
?? All you need is love ??,1,Brussel Airport Bombing
"I make music. I retweet a lot of stuff, usually things I agree with but sometimes not. I rant, sometimes.",1,Mesa Shooting
KSTP-TV Channel 5,0,Bostong Marathon Bombing
"Health Innovator . With a special interest in Functional Therapy, Biomechanics, Kinesiology. #ASU startup entrepreneur. Cooks Minute rice in :58 sec",1,Mesa Shooting
Hello,1,Bostong Marathon Bombing
"News Junkie. Mom, Wife, Friend to many.",1,Mesa Shooting
My plan to become the first hemp billionaire is under way! bu ha ha ha!,1,Bostong Marathon Bombing
youve got stars in your eyes,1,Random Samples
"Morning anchor/reporter for @news_8 in Rochester, NY. Florida raised, Tampa Sports fan, Indiana University alum, AE?. Homes thus far: FL-IN-Barca-IA-NY",0,Brussel Airport Bombing
"Christian Conservative
#IStandWithIsrael 
#PrayForIsrael 
#StandWithNetanyahu
#ProudTexan #Bluehand",1,Brussel Airport Bombing
angel tears and versace,1,Mesa Shooting
Im not dumbIm selectively intelligent,1,Random Samples
"Christian, Wife, Mother, Grandmother, Pro-Life, Conservative, Constitution, Pro-Military/Veteran/Police, anti-liberal, all Trumpsters blocked.  #TedCruz",1,Brussel Airport Bombing
Thankful to be in good health love good food and the free things in life,1,Random Samples
THIS TWITTER ACCOUNT PUNCHES FASCISTS:     Liberal blogger from Counterspin Central If you\'re not entertained by my tweets you\'re doing it wrong.,1,Quebec Mosque Shooting
51  ambassador influencer streamer  uk based  player of many games  eater of cinnamon porridge,1,Random Samples
Founder @WeAreTheTempest. CNN Money Entrepreneur. Co-Host @TheExposeShow. Bringing millennial women together through media + technology. https://t.co/o3S2JhxeLS  and get nutritional recommendations with iFit. ItÛªs what you do next.,0,Bostong Marathon Bombing
 Kayu 1,1,Random Samples
Dayman fighter of the nightman champion of the sun master of karate and friendship for everyone,1,Random Samples
Olivia's dad. Boston sports and hockey enthusiast. born and raised in Wisconsin. Views are my own  entertainment and more. Maintained by @AshleyCarelock  @CMautner and @savvyliterate. Snapchat: https://t.co/T1qm73BdF9,1,Bostong Marathon Bombing
"Designer, Gamer, Lover of Science. I tweet about Landscape Architecture, Games, Science, 3D Graphics, Creativity, Music. Host of Roots Of Design Podcast.",1,Quebec Mosque Shooting
#UNT18,0,Brussel Airport Bombing
"Archives, Art, Beer, Books, Cartoons, Education, Environment, Feminism, History, Journalism, Media, Music, Photos & Politics ... always Politics",1,Brussel Airport Bombing
Satin Russell always wanted to be an author. On her 36th birthday,1,Bostong Marathon Bombing
snap dsj18 insta glamdime Rest Up Lik,1,Random Samples
Member of @AdobeStock Enterprise team.  Views are my own.,1,Quebec Mosque Shooting
"News/Talk 92.3 talk show host, sprint car driver/owner, Nutella lover. Oh, and been hit by lightning.

This is NOT a parody account despite my Tweets.",1,Mesa Shooting
Entrepreneur. Copywriter. Content Marketer. Creative Human.  I help companies tell their stories. I also write on @Medium daily and snap cool things sometimes.   #RedSox and #Eagles Fan. Campaign Manager for @CharlieforGov,1,Bostong Marathon Bombing
"E. Pluribus Unum ?
Separation of Church and State ?
Time for Term/Age Limits for all branches",1,Brussel Airport Bombing
2016 Fashion Trends For Men  Women UTrendFashion Coupon Code save10 Visit us now for quality and low prices always,0,Random Samples
"5:30-9am on KHTK Sports 1140. I talk #sports on the #radio. 



http://t.co/WgWTu719vF",1,Mesa Shooting
#1 squishy liam stan !!,1,Brussel Airport Bombing
"A Wizard, A True Star",1,Brussel Airport Bombing
KIRO 7 reporter,0,Bostong Marathon Bombing
Ill be the actress starring in your bad dreams,1,Random Samples
hey im your toking asian,1,Random Samples
??,1,Mesa Shooting
Student. Pop culture buff. Tvaholic.,1,Quebec Mosque Shooting
Future Shark Tank Success Story,1,Bostong Marathon Bombing
Courage is being scared to death but saddling up anyway.~John Wayne. American #NoSharia RT's are RT's. :p ??s #art #music Don't cover me bro! #BanTheBurka,1,Brussel Airport Bombing
"Early to bed, early to rise; makes the man healthy, wealthy, and wise.  SC. Rondo2013",1,Quebec Mosque Shooting
Random tweets from a random mind. Originally from PITTSBURGH,1,Bostong Marathon Bombing
"My name is Alejandro M. Rodriguez Corona. Journalism alum from The University of Arizona in Tucson, Ariz. KOLD editor ENG.",1,Mesa Shooting
A running loving,1,Bostong Marathon Bombing
Policy,1,Bostong Marathon Bombing
BU21  live everyday like a birthday,1,Random Samples
"Nasty woman who will never, ever give up the fight. Proud Texas Democrat. Please don\'t put me on any lists, I\'ll have to block you.",1,Quebec Mosque Shooting
"RAoK-obsessed Business Development Director, wife, mom, autism warrior, gun sense activist, singer/actor.",1,Brussel Airport Bombing
"I\'m interested in your story, your motivations and dreams. Tell me about your life and share a moment with me, even if you think it\'s mundane.",1,Quebec Mosque Shooting
Capricorn,1,Random Samples
Lover to Shelby Whenever She Ain't Acting Up & Handsome Crime Fighter,1,Mesa Shooting
Researching the Gulf | mk.alyahya [at] https://t.co/N8GNSmiLuw | @Penn alum | Written for @FT,0,Bostong Marathon Bombing
"Liberal from Minn now settled in Oregon. Father of three girls; two lost to parental alienation, which I write about on my blog. Deadhead #VoteBlueNoMatterWho",1,Brussel Airport Bombing
"Support Team | info@wareactics.com | @slavetradeworld is one of our products  | Focus: Automation, Computer Software, Warehousing, and Logistics.",0,Brussel Airport Bombing
Im tweeting lies  jokes  dont get your hopes up ,1,Random Samples
Very much to the left. I am looking dragonish these days because Trump's racism is pissing me off. Retweets are not necessarily an endorsement.,1,Brussel Airport Bombing
@PatJonsonBackup @PatJohnson_2  #ProLife #TCOT #2A #CCOT #LNYHBT #PJNET #Redstates Standing for LIFE  Technology  Science & Philosophy,1,Bostong Marathon Bombing
"My interests are my children, grandchildren, dogs (especially shih-tzu\'s), politics and gardening ... just a random average gal.",1,Quebec Mosque Shooting
Passionate #SocialMedia Marketing Strategist with a focus on #CSR. I'm a PWD and a music-lover. Sit-Down comedian.,1,Bostong Marathon Bombing
"Mother of 2, Grandma, School bus driver, city bus driver, hard working proud American. Father Navy Veteran.  Son-in-law Army disabled Veteran",1,Brussel Airport Bombing
Lover of theatre,1,Bostong Marathon Bombing
ALL Baseball always DWIGHT CHER CANNOT understand DEMOCRATS,1,Brussel Airport Bombing
I\'m a girl who loves libraries and information.,1,Quebec Mosque Shooting
22 | Always look to the positive side of things. The storm doesn't last forever & the Sun always shines. | ??,1,Brussel Airport Bombing
actor/artist,1,Brussel Airport Bombing
If Carlsberg did Dads....,1,Bostong Marathon Bombing
I am not Ken Ham I dont get my facts from ancient tales I do not support teaching children fantasy over fact once they have lost belief in Santa Claus,1,Random Samples
"i workout, i eat, i party, i play.",1,Mesa Shooting
Everything Nurses Need to Know.,0,Bostong Marathon Bombing
Working for Ganga Jamuni tehjeeb,1,Random Samples
Capricorn / Barista / Makeup-caked demon-lover,1,Quebec Mosque Shooting
"I am a mother, grandmother & great-grandmother. I am a very loyal friend. Born in a Blue family & I will be a Democrat until death. #UniteBlue",1,Mesa Shooting
Entrepreneur | Founder of @GlobeReachMedia @GlobeReachTV | Associate Minister @harvestchurchkc | RT don't imply endorsement | views are my own #OTKspeaks,1,Brussel Airport Bombing
CRHS 2017,1,Quebec Mosque Shooting
I'M PLAIN BUT BY GOALS ARE WELL SEASONED,1,Bostong Marathon Bombing
i\'m a punk,1,Quebec Mosque Shooting
Student. Pop culture buff. Tvaholic.,1,Quebec Mosque Shooting
Im African by birth Xhosa by culture and Cosmopolitan by choice,1,Random Samples
Greetings Im the BlademasterBountyHunter Simontdk1 and the current leader of the Upholderguild You may also regonise me as the Youtuber TheAQW1,1,Random Samples
  GOT7Official  OfficialMonstaX __,0,Random Samples
"SF Chronicle's Oakland A's beat writer for 17 seasons, MLB Network correspondent, BBWAA president 2012-13.",1,Mesa Shooting
"adventurous, inquisitive and passionateäó_telling it like it is",1,Quebec Mosque Shooting
Conservative God Loving believer that the United States IS Exceptional and no Marxist Cloward and Piven loving Islamopacifist Soros puppet will change that.,1,Brussel Airport Bombing
News and commentary on historically black colleges and universities.,0,Brussel Airport Bombing
Ponders meaning of strife on trip f NewsCorpAus paperonline editor to media socialmedia adviser Dad mals travel politics chess yoga etc MyViews GoTiges,1,Random Samples
"person,  thinker,",1,Brussel Airport Bombing
studying fictionprose  watching the movie ET a lot,1,Random Samples
"Pro Fangirl Age 18, writer of poems & stories, ? watching youtubers tv show movies proud bookworm geek also in marching band flutist",1,Brussel Airport Bombing
Student. Pop culture buff. Tvaholic.,1,Quebec Mosque Shooting
I'm the funniest mean person you'll ever meet. The best asshole you'll want in your life. ??,1,Brussel Airport Bombing
"Mom of Brittany, Matt, Sally & Morgan. #RN, #Conservative, #PresidentReagan is my hero, #LNYHBT, Cary Grant. #Delena, Yellowstone, https://t.co/DMw2gWtrz2",1,Brussel Airport Bombing
I like pre mixed coke and burger. I\'m obsessed with op shopping. I take a lot of photos. I\'m short. Very short. I love my life.,1,Quebec Mosque Shooting
"Husband and dad of two daughters | United Methodist Pastor. |
Lover of theology, coffee, breakfast, and conversation... let's have one! |
Opinions my own",1,Brussel Airport Bombing
Retired OR Nurse Left and Progressive. Living in State where the Gov is a Mouth Breather.#Continue to Bern. #TheResistance #c\'mon man,1,Quebec Mosque Shooting
ARTIST,1,Bostong Marathon Bombing
I'm generally displeased with humanity.,1,Brussel Airport Bombing
Kanye  808s  XOTWOD  R.I.P Jim Ilias  440,1,Brussel Airport Bombing
Me,1,Random Samples
# NOT MY PRESIDENT !! #RESISTANCE !!,1,Quebec Mosque Shooting
Citizen/US Army Vet/Content creator. Dilettante with reasonably respectable clusters of mastery. RT does not equal endorsement.,1,Brussel Airport Bombing
hellooo party people,1,Mesa Shooting
Associated Press correspondent in California's capital. Losing the battle against impact as a verb.,0,Bostong Marathon Bombing
Metro/public safety reporter @TucsonStar. Former @CNN intern. RT?endorsements. Email cschmidt@tucson.com,1,Mesa Shooting
